;0;1
54;https://www.comprecar.com.br/carros-usados/sorocaba/strada-14-fire-endurance-cs-1666877;['2021', '2022', 'Branco', 'Fiat', '2']
55;https://www.comprecar.com.br/carros-usados/sorocaba/commander-13-t270-turbo-overland-1666878;['2022', '2022', 'Branco', 'JEEP', '4']
56;https://www.comprecar.com.br/carros-usados/sorocaba/408-16-griffe-16v-turbo-4p-automatico-1667213;['2012', '2013', 'Prata', 'PEUGEOT', '4']
57;https://www.comprecar.com.br/carros-usados/sorocaba/range-rover-evoque-20-prestige-4wd-16v-4p-automatico-1664872;['2012', '2012', 'Branco', 'LAND ROVER', '4']
58;https://www.comprecar.com.br/carros-usados/sorocaba/commander-20-td380-turbo-overland-1668950;['2022', '2022', 'Branco', 'JEEP', '4']
59;https://www.comprecar.com.br/carros-usados/sorocaba/toro-20-16v-turbo-volcano-4wd-at9-1656300;['2021', '2022', 'Branco', 'Fiat', '4']
60;https://www.comprecar.com.br/carros-usados/sorocaba/pulse-10-turbo-200-flex-audace-cvt-1657474;['2021', '2022', 'Azul', 'Fiat', '4']
61;https://www.comprecar.com.br/carros-usados/sorocaba/hb20-10-12v-vision-1664445;['2021', '2022', 'Prata', 'Hyundai', '4']
62;https://www.comprecar.com.br/carros-usados/sorocaba/polo-10-200-tsi-comfortline-1668418;['2021', '2022', 'Preto', 'Volkswagen', '4']
63;https://www.comprecar.com.br/carros-usados/sorocaba/tucson-16-16v-t-gdi-gls-ecoshift-1670780;['2021', '2022', 'Branco', 'Hyundai', '4']
64;https://www.comprecar.com.br/carros-usados/sorocaba/virtus-10-200-tsi-comfortline-1659639;['2021', '2022', 'Cinza', 'Volkswagen', '4']
65;https://www.comprecar.com.br/carros-usados/sorocaba/kwid-10-12v-sce-zen-1662933;['2021', '2022', 'Branco', 'Renault', '4']
66;https://www.comprecar.com.br/carros-usados/sorocaba/saveiro-16-cross-cd-16v-1668285;['2021', '2022', 'Azul', 'Volkswagen', '4']
67;https://www.comprecar.com.br/carros-usados/sorocaba/corolla-20-vvt-ie-xei-direct-shift-1670299;['2021', '2022', 'Preto', 'Toyota', '4']
68;https://www.comprecar.com.br/carros-usados/salto/onix-10-1656193;['2022', '2022', 'Vermelho', 'CHEVROLET', '4']
69;https://www.comprecar.com.br/carros-usados/sorocaba/virtus-10-200-tsi-highline-automatico-1657009;['2021', '2022', 'Preto', 'Volkswagen', '4']
70;https://www.comprecar.com.br/carros-usados/salto/hb20-1615237;['2021', '2022', 'Branco', 'Hyundai', '4']
71;https://www.comprecar.com.br/carros-usados/salto/yaris-15-16v-xs-multidrive-1672327;['2021', '2022', 'Preto', 'Toyota', '4']
72;https://www.comprecar.com.br/carros-usados/sorocaba/strada-13-firefly-freedom-cs-1668699;['2021', '2022', 'Branco', 'Fiat', '2']
73;https://www.comprecar.com.br/carros-usados/boituva/corolla-cross-20-vvt-ie-xre-1650609;['2021', '2022', 'Branco', 'Toyota', '4']
74;https://www.comprecar.com.br/carros-usados/boituva/sandero-16-16v-sce-stepway-zen-1664236;['2021', '2022', 'Preto', 'Renault', '4']
75;https://www.comprecar.com.br/carros-usados/sorocaba/tracker-10-turbo-lt-automatico-1659756;['2021', '2022', 'Branco', 'CHEVROLET', '4']
76;https://www.comprecar.com.br/carros-usados/sorocaba/kicks-16-16v-start-exclusive-xtronic-1659758;['2021', '2022', 'Azul', 'NISSAN', '4']
77;https://www.comprecar.com.br/carros-usados/sorocaba/tiggo-8-16-tgdi-txs-dct-1664699;['2021', '2022', 'Preto', 'CHERY', '4']
78;https://www.comprecar.com.br/carros-usados/sorocaba/city-15-i-vtec-exl-cvt-1670003;['2022', '2022', 'Cinza', 'Honda', '4']
79;https://www.comprecar.com.br/carros-usados/sorocaba/corolla-20-xei-16v-4p-automatico-1670008;['2021', '2022', 'Branco', 'Toyota', '4']
80;https://www.comprecar.com.br/carros-usados/tatui/gol-10-12v-mpi-totalflex-1525803;['2021', '2022', 'Cinza', 'Volkswagen', '4']
81;https://www.comprecar.com.br/carros-usados/tatui/pulse-10-turbo-200-drive-1625938;['2021', '2022', 'Preto', 'Fiat', '4']
82;https://www.comprecar.com.br/carros-usados/itu/pulse-10-12v-4p-flex-200-impetus-turbo-automatico-cvt-1628551;['2021', '2022', 'Azul', 'Fiat', '4']
83;https://www.comprecar.com.br/carros-usados/jundiai/strada-14-fire-endurance-cs-1639989;['2021', '2022', 'Branco', 'Fiat', '2']
84;https://www.comprecar.com.br/carros-usados/jundiai/corolla-cross-20-vvt-ie-xre-1657644;['2021', '2022', 'Branco', 'Toyota', '4']
85;https://www.comprecar.com.br/carros-usados/itu/corolla-20-vvt-ie-xei-direct-shift-1652075;['2022', '2022', 'Prata', 'Toyota', '4']
86;https://www.comprecar.com.br/carros-usados/itu/compass-13-t270-turbo-s-1667593;['2022', '2022', 'Cinza', 'JEEP', '4']
87;https://www.comprecar.com.br/carros-usados/sorocaba/saveiro-16-msi-robust-cs-8v-flex-2p-manual-1651933;['2021', '2022', 'Branco', 'Volkswagen', '2']
88;https://www.comprecar.com.br/carros-usados/sorocaba/sandero-16-stepway-16v-4p-manual-1655542;['2011', '2012', 'Preto', 'Renault', '4']
89;https://www.comprecar.com.br/carros-usados/sorocaba/amarok-20-highline-4x4-cd-16v-turbo-intercooler-1631167;['2017', '2017', 'Prata', 'Volkswagen', '4']
90;https://www.comprecar.com.br/carros-usados/sorocaba/hb20-10-12v-flex-vision-manual-1654012;['2021', '2022', 'Branco', 'Hyundai', '4']
91;https://www.comprecar.com.br/carros-usados/sorocaba/ix35-20-mpfi-gl-16v-flex-4p-automatico-1654016;['2021', '2022', 'Cinza', 'Hyundai', '4']
92;https://www.comprecar.com.br/carros-usados/sorocaba/strada-13-firefly-volcano-cd-1668289;['2022', '2022', 'Branco', 'Fiat', '4']
93;https://www.comprecar.com.br/carros-usados/tatui/m3-competition-1621659;['2021', '2022', 'Preto', 'BMW', '4']
94;https://www.comprecar.com.br/carros-usados/sorocaba/kicks-16-16v-start-exclusive-xtronic-1660282;['2021', '2022', 'Branco', 'NISSAN', '4']
95;https://www.comprecar.com.br/carros-usados/jundiai/taos-14-250-tsi-highline-1628238;['2021', '2022', 'Bege', 'Volkswagen', '4']
96;https://www.comprecar.com.br/carros-usados/jundiai/corolla-20-vvt-ie-xei-1647800;['2021', '2022', 'Cinza', 'Toyota', '4']
97;https://www.comprecar.com.br/carros-usados/jundiai/t-cross-10-200-tsi-1653538;['2022', '2022', 'Cinza', 'Volkswagen', '4']
98;https://www.comprecar.com.br/carros-usados/jundiai/corolla-cross-20-vvt-ie-xre-1654215;['2021', '2022', 'Branco', 'Toyota', '4']
99;https://www.comprecar.com.br/carros-usados/jundiai/t-cross-10-200-tsi-1657818;['2022', '2022', 'Branco', 'Volkswagen', '4']
100;https://www.comprecar.com.br/carros-usados/sorocaba/a3-18-tfsi-sportback-16v-4p-automatico-1651287;['2013', '2014', 'Prata', 'Audi', '4']
101;https://www.comprecar.com.br/carros-usados/indaiatuba/cruze-18-lt-16v-1667061;['2014', '2015', 'Prata', 'CHEVROLET', '4']
102;https://www.comprecar.com.br/carros-usados/jundiai/a3-20-40-tfsi-sedan-performance-black-1660497;['2021', '2022', 'Cinza', 'Audi', '4']
103;https://www.comprecar.com.br/carros-usados/jundiai/maverick-20-ecoboost-lariat-fx4-1669704;['2022', '2022', 'Preto', 'FORD', '4']
104;https://www.comprecar.com.br/carros-usados/indaiatuba/nivus-10-200-tsi-highline-1654611;['2022', '2022', 'Cinza', 'Volkswagen', '4']
105;https://www.comprecar.com.br/carros-usados/jundiai/kwid-10-12v-sce-zen-1659799;['2021', '2022', 'Branco', 'Renault', '4']
106;https://www.comprecar.com.br/carros-usados/jundiai/duster-16-16v-sce-iconic-1619838;['2021', '2022', 'Azul', 'Renault', '4']
107;https://www.comprecar.com.br/carros-usados/jundiai/t-cross-10-200-tsi-comfortline-1663469;['2021', '2022', 'Preto', 'Volkswagen', '4']
108;https://www.comprecar.com.br/carros-usados/jundiai/toro-20-16v-turbo-ranch-4wd-1665730;['2021', '2022', 'Cinza', 'Fiat', '4']
109;https://www.comprecar.com.br/carros-usados/sorocaba/kicks-16-16v-start-exclusive-xtronic-1623012;['2021', '2022', 'Branco', 'NISSAN', '4']
110;https://www.comprecar.com.br/carros-usados/sorocaba/corolla-20-vvt-ie-gli-direct-shift-1664412;['2021', '2022', 'Branco', 'Toyota', '4']
111;https://www.comprecar.com.br/carros-usados/sorocaba/bongo-25-td-diesel-std-cs-manual-1530187;['2021', '2022', 'Branco', 'Kia', '2']
112;https://www.comprecar.com.br/carros-usados/sorocaba/cerato-20-16v-flex-sx-automatico-1608321;['2021', '2022', 'Branco', 'Kia', '4']
113;https://www.comprecar.com.br/carros-usados/sorocaba/stonic-10-tgdi-mhev-sx-automatico-1649408;['2021', '2022', 'Branco', 'Kia', '4']
114;https://www.comprecar.com.br/carros-usados/sorocaba/cerato-20-16v-flex-ex-automatico-1667764;['2021', '2022', 'Prata', 'Kia', '4']
115;https://www.comprecar.com.br/carros-usados/sorocaba/stonic-10-tgdi-mhev-sx-automatico-1671139;['2021', '2022', 'Preto', 'Kia', '4']
116;https://www.comprecar.com.br/carros-usados/sorocaba/c4-cactus-16-vti-120-flex-feel-eat6-1670430;['2021', '2022', 'Vermelho', 'CITROEN', '4']
