percentil_desvalorizado
0.0024407252440725243
0.009848484848484848
0.011154697872725099
0.017236282372099197
0.024453387468162675
0.03244549637379507
0.036852515135205606
0.037261050360593836
0.03828894144914492
0.041447209448582406
0.04383758052049809
0.04734598642719828
0.053381482254070176
0.06384047415741624
0.06758037130734187
0.09732863946986954
0.10237451149634419
0.10534663594537486
